date,well id,wl
9/10/2017,SDLD4,-35.691612
9/10/2017,SDLD5,-7.4295994
9/10/2017,SDLD6,-8.641696
9/11/2017,SDLD1,56.820333
9/11/2017,SDLD2,-11.14481
9/11/2017,SDLD3,-41.33866
9/11/2017,SDLD4,-35.851612
9/11/2017,SDLD5,-7.4295994
9/11/2017,SDLD6,-8.641696
9/12/2017,SDLD1,56.800333
9/12/2017,SDLD2,-11.34481
9/12/2017,SDLD3,-41.70866
9/12/2017,SDLD4,-36.081612
9/12/2017,SDLD5,-7.4695994
9/12/2017,SDLD6,-8.651696
9/13/2017,SDLD1,56.750333
9/13/2017,SDLD2,-11.60481
9/13/2017,SDLD3,-42.20866
9/13/2017,SDLD4,-36.341612
9/13/2017,SDLD5,-7.4995994
9/13/2017,SDLD6,-8.651696
9/14/2017,SDLD1,56.690333
9/14/2017,SDLD2,-11.87481
9/14/2017,SDLD3,-42.75866
9/14/2017,SDLD4,-36.661612
9/14/2017,SDLD5,-7.5095994
9/14/2017,SDLD6,-8.661696
9/15/2017,SDLD1,56.640333
9/15/2017,SDLD2,-12.13481
9/15/2017,SDLD3,-43.28866
9/15/2017,SDLD4,-36.981612
9/15/2017,SDLD5,-7.5395994
9/15/2017,SDLD6,-8.661696
9/16/2017,SDLD1,56.630333
9/16/2017,SDLD2,-12.41481
9/16/2017,SDLD3,-43.62866
9/16/2017,SDLD4,-37.231612
9/16/2017,SDLD5,-7.5895994
9/16/2017,SDLD6,-8.661696
9/17/2017,SDLD1,56.590333
9/17/2017,SDLD2,-12.68481
9/17/2017,SDLD3,-44.10866
9/17/2017,SDLD4,-37.521612
9/17/2017,SDLD5,-7.6095994
9/17/2017,SDLD6,-8.661696
9/18/2017,SDLD1,56.600333
9/18/2017,SDLD2,-12.90481
9/18/2017,SDLD3,-44.40866
9/18/2017,SDLD4,-37.731612
9/18/2017,SDLD5,-7.5995994
9/18/2017,SDLD6,-8.651696
9/19/2017,SDLD1,56.590333
9/19/2017,SDLD2,-13.14481
9/19/2017,SDLD3,-44.22866
9/19/2017,SDLD4,-37.771612
9/19/2017,SDLD5,-7.6295994
9/19/2017,SDLD6,-8.651696
9/20/2017,SDLD1,56.570333
9/20/2017,SDLD2,-13.43481
9/20/2017,SDLD3,-43.15866
9/20/2017,SDLD4,-37.541612
9/20/2017,SDLD5,-7.6795994
9/20/2017,SDLD6,-8.641696
9/21/2017,SDLD1,56.490333
9/21/2017,SDLD2,-13.77481
9/21/2017,SDLD3,-42.21866
